id;codigo;modelo;tipo_autos_id;marca_autos_id
1597;1330883;C 200 KOMPRESSOR;1;34
1598;1330833;C 220;1;34
1599;1993079;C 220 BLUETEC;1;34
1600;1993080;C 220 CDI;1;34
1601;1330832;C 230;1;34
1602;1993081;C 230 K;1;34
1603;1330831;C 240;1;34
1604;1993082;C 240 2.6;1;34
1605;1330801;C 250;1;34
1606;1993083;C 250 CGI;1;34
1607;1330888;C 250 COUPE;1;34
1608;1993084;C 250 SIN SUBMODELO;1;34
1609;1330830;C 280;1;34
1610;1993085;C 280 AVANTGARDE;1;34
1611;1330803;C 300;1;34
1612;1993086;C 300 3.0;1;34
1613;1993087;C 300 S/SUBMODELO;1;34
1614;1993088;C 320 3.2;1;34
1615;1993089;C 350 3.5;1;34
1616;1330941;C 400 MATIC;1;34
1617;1330918;C 450 AMG;1;34
1618;1330855;C 63 AMG;1;34
1619;1330808;C 320;1;34
1620;1330823;C 350;1;34
1621;1330898;C180;1;34
1622;1330884;C180 COUPE;1;34
1623;1330856;C180 KOMPRESSOR;1;34
1624;1330908;C200;1;34
1625;1330795;C200 SPORTCOUPE;1;34
1626;1330917;C220;1;34
1627;1330916;C230;1;34
1628;1330909;C240;1;34
1629;1330914;C250;1;34
1630;1330905;C280;1;34
1631;1330900;C300;1;34
1632;1330897;C320;1;34
1633;1330903;C350;1;34
1634;1330911;CITAN;1;34
1635;1330725;CL;1;34
1636;1330876;CL 500;1;34
1637;1993090;CL 500 S/SUBMODELO;1;34
1638;1330881;CLA 180;1;34
1639;1993091;CLA 180 SIN SUBMODELO;1;34
1640;1330843;CLA 200;1;34
1641;1993092;CLA 200 CDI;1;34
1642;1330842;CLA 220;1;34
1643;1993093;CLA 220 CDI;1;34
1644;1993094;CLA 220 CDI AUT;1;34
1645;1330845;CLA 250;1;34
1646;1993095;CLA 250 SIN SUBMODELO;1;34
1647;1330848;CLA 45 AMG;1;34
1648;1330802;CLC 180 K;1;34
1649;1993096;CLC 180 K;1;34
1650;1993097;CLC 200 K;1;34
1651;1330818;CLC 200;1;34
1652;1330730;CLK;1;34
1653;1993098;CLK 280 CABRIOLET;1;34
1654;1993099;CLK 280 S/SUBMODELO;1;34
1655;1330854;CLK 350;1;34
1656;1993100;CLK 350 COUPE;1;34
1657;1330864;CLK 430;1;34
1658;1993101;CLK 430 C;1;34
1659;1993102;CLK 500 S/SUBMODELO;1;34
1660;1330820;CLK 280;1;34
1661;1330735;CLS;1;34
1662;1330873;CLS 500;1;34
1663;1993103;CLS 500 CLS 500;1;34
1664;1330809;CLS 350;1;34
1665;1330740;E;1;34
1666;1330806;E 200;1;34
1667;1993104;E 200 CGI BLUE EFFICIENCY;1;34
1668;1330868;E 200 K;1;34
1669;1993105;E 200 K KOMPRESOR;1;34
1670;1993106;E 220 CDI;1;34
1671;1330827;E 230;1;34
1672;1330828;E 240;1;34
1673;1993107;E 240 S/SUB;1;34
1674;1993108;E 250 CABRIO AVANTGARDE;1;34
1675;1993109;E 250 S/SUBMODELO;1;34
1676;1330826;E 260;1;34
1677;1330874;E 270;1;34
1678;1993110;E 270 CDI;1;34
1679;1330825;E 280;1;34
1680;1993111;E 280 ELEGANCE;1;34
1681;1330837;E 300;1;34
1682;1993112;E 300 ELEGANCE;1;34
1683;1330702;E 320;1;34
1684;1993113;E 320 CDI;1;34
1685;1993114;E 320 S/S;1;34
1686;1993115;E 350 COUPE CGI;1;34
1687;1993116;E 350 SEDAN;1;34
1688;1330849;E 400;1;34
1689;1993117;E 400 4 MATIC;1;34
1690;1993118;E 400 CABRIOLET;1;34
1691;1993119;E 400 SIN SUBMODELO;1;34
1692;1330824;E 420;1;34
1693;1993120;E 500 V8 AUT;1;34
1694;1993121;E 63 E 63;1;34
1695;1330804;E-250;1;34
1696;1330879;E-350 COUPE;1;34
1697;1330810;E 220;1;34
1698;1330813;E 350;1;34
1699;1330798;E 430;1;34
1700;1330816;E 500;1;34
1701;1330939;E230 SSUB;1;34
1702;1330807;GL 320;1;34
1703;1993122;GLA 200 AUTOMATICO;1;34
1704;1993123;GLA 200 SIN SUBMODELO;1;34
1705;1993124;GLA 220 CDI 4 MATIC;1;34
1706;1993125;GLA 220 D;1;34
1707;1993126;GLA 250 4 MATIC;1;34
1708;1330851;GLA 200;1;34
1709;1330852;GLA 220;1;34
1710;1330853;GLA 250;1;34
1711;1330956;GLC 200;1;34
1712;1330821;GLK 220;1;34
1713;1330797;GLK 350;1;34
1714;1330819;GLK 280;1;34
1715;1993127;ML 350 3.5.;1;34
1716;1993128;ML 350 BLUE TEC;1;34
1717;1330865;ML 400;1;34
1718;1330796;ML 500;1;34
1719;1330800;ML 300;1;34
1720;1330812;ML 350;1;34
1721;1330745;S;1;34
1722;1993129;S 320 L;1;34
1723;1330871;S 350;1;34
1724;1993004;S 350 S/SUBMODELO;1;34
1725;1330950;S 400;1;34
1726;1330940;S 420 SSUB;1;34
1727;1993005;S 500 S/SUBMODELO;1;34
1728;1993130;S 600 L;1;34
1729;1330817;S 320;1;34
1730;1330811;S 500;1;34
1731;1330780;SE;1;34
1732;1330785;SL;1;34
1733;1993131;SL 350 S/SUBMODELO;1;34
1734;1330937;SL 500 SS;1;34
1735;1330942;SL 63 AMG;1;34
1736;1330790;SLK;1;34
1737;1993132;SLK 200K SLK 200K;1;34
1738;1330938;SLK 230 SSUBMODELO;1;34
1739;1993133;SLK 300 S/SUBMODELO;1;34
1740;1993134;SLK 320 AUTOMATIC;1;34
1741;1993135;SLK 350 3.5;1;34
1742;1338180;3;1;35
1743;1338203;350;1;35
1744;1338223;350 1.5;1;35
1745;1338222;350 AT 1.5 COM;1;35
1746;1338221;350 AT 1.5 STD;1;35
1747;1338243;360;1;35
1748;1338245;360 1.5 VCT COM 4AT;1;35
1749;1338244;360 1.5 VCT COM 5MT;1;35
1750;1338206;5;1;35
1751;1338100;550;1;35
1752;1338224;550 1.8 DVVT;1;35
1753;1338227;550 1.8 T AT;1;35
1754;1338225;550 1.8 T DELUXE;1;35
1755;1338226;550 1.8 T GRAND DELUXE;1;35
1756;1338228;550 VCT 1.8;1;35
1757;1338204;6;1;35
1758;1338150;750;1;35
1759;1338205;750;1;35
1760;1338207;AT 750;1;35
1761;1338215;GT;1;35
1762;1338214;GT 1.5L MT STD;1;35
1763;1338217;GT GRAN TURISMO;1;35
1764;1338216;GT Turbo;1;35
1765;1338208;MG 3;1;35
1766;1338229;MG 3 5MT LL;1;35
1767;1338230;MG 3 5MT ML;1;35
1768;1338235;MG 3 MT 1.3 STD;1;35
1769;1338236;MG 3 MT 1.5 CONFORT PLUS;1;35
1770;1338231;MG 3 MT 15 CONFORT;1;35
1771;1338233;MG 3 MT 15 STD;1;35
1772;1338234;MG 3 MT STD 1.5;1;35
1773;1338232;MG 3 STD;1;35
1774;1338218;MG 360;1;35
1775;1338209;MG 5;1;35
1776;1338242;MG 5 COMFORT 1.5;1;35
1777;1338241;MG 5 MT COMFORT;1;35
1778;1338201;MG 6;1;35
1779;1338237;MG 6 1.8 DVVT;1;35
1780;1338238;MG 6 AT DVVT;1;35
1781;1338239;MG 6 MAGNETTE;1;35
1782;1338240;MG 750 AT 2.5 V6;1;35
1783;1338211;NEW MG 3 MP 15 CONFORT;1;35
1784;1338210;NEW MG 3M 15 STD;1;35
1785;1338219;ZS;1;35
1786;1342032;Contryman Cooper;1;36
1787;1342010;COOPER;1;36
1788;1342048;COOPER 1,6 COOPER 1,6;1;36
1789;1342049;COOPER 1,6 COUNTRYMAN;1;36
1790;1342037;COOPER COUPE;1;36
1791;1342053;COOPER SALT 5P;1;36
1792;1342031;COUNTRYMAN;1;36
1793;1342041;COUNTRYMAN COOPER;1;36
1794;1342050;COUNTRYMAN COOPER D;1;36
1795;1342046;F55 1.5;1;36
1796;1342043;F56 COOPER 1.500;1;36
1797;1342045;F56 COOPER S AT PEPPER PLUS;1;36
1798;1342044;F56 COOPER S PEPPER;1;36
1799;1342047;F56 JCW;1;36
1800;1342034;Paceman ALL 4;1;36
1801;1340010;COLT;1;37
1802;1340240;COLT;1;37
1803;1340015;COLT 1.3 GL;1;37
1804;1340035;COLT 1.5 GLX;1;37
1805;1340252;COLT 1.6 GLXI COUPE;1;37
1806;1340030;COLT GLX;1;37
1807;1340253;COLT S/S;1;37
1808;1340246;ECLIPSE;1;37
1809;1340254;ECLIPSE 1.8;1;37
1810;1340255;ECLIPSE 3.8 AUT;1;37
1811;1340266;ECLIPSE CROSS;1;37
1812;1340230;ECLIPSE GS TURBO;1;37
1813;1340121;GALANT;1;37
1814;1340080;GALANT /RA;1;37
1815;1340120;GALANT 1.8 GLX;1;37
1816;1340092;GALANT 1.8 SS;1;37
1817;1340111;GALANT 2.0;1;37
1818;1340116;GALANT 2.0 S.S.;1;37
1819;1340256;GALANT 2.4 AT;1;37
1820;1340123;GALANT 2.5;1;37
1821;1340257;GALANT ES;1;37
1822;1340090;GALANT GLS 1.8;1;37
1823;1340100;GALANT GLS 2.0;1;37
1824;1340070;GALANT GLX;1;37
1825;1340251;GALANT S/S;1;37
1826;1340110;GALANT SALON;1;37
1827;1340184;LANCER;1;37
1828;1340125;LANCER 1.3;1;37
1829;1340122;LANCER 1.3 GL;1;37
1830;1340170;LANCER 1.5;1;37
1831;1340178;LANCER 1.5 GLX;1;37
1832;1340179;LANCER 1.6;1;37
1833;1340181;LANCER 1.6 GLXI;1;37
1834;1340258;LANCER 2.0;1;37
1835;1340259;LANCER EVOLUTION;1;37
1836;1340140;LANCER GL;1;37
1837;1340183;LANCER GLX I;1;37
1838;1340185;LANCER GLX I T/C;1;37
1839;1340150;LANCER GSR 1600;1;37
1840;1340260;LANCER RS;1;37
1841;1340261;LANCER S/S;1;37
1842;1340160;LANCER SL;1;37
1843;1340247;MIRAGE;1;37
1844;1340262;MIRAGE 1.5;1;37
1845;1340263;MIRAGE GL 1.2;1;37
1846;1340264;MIRAGE GLX 1.2;1;37
1847;1340265;MIRAGE NEW GLS;1;37
1848;1340245;NEW LANCER;1;37
1849;1340250;OUTLANDER K2;1;37
1850;1375095;ALMERA;1;38
1851;1375365;ALMERA 1.6;1;38
1852;1375098;ALMERA COUPE;1;38
1853;1375115;ALTIMA;1;38
1854;1375107;ALTIMA 2.0;1;38
1855;1375109;ALTIMA 2.4 GTS-R;1;38
1856;1375366;ALTIMA 2.5 SLG;1;38
1857;1375367;ALTIMA 3.5L EXCLUSIVE;1;38
1858;1375113;ALTIMA GXE;1;38
1859;1375116;ALTIMA GXE AB;1;38
1860;1375114;ALTIMA XE;1;38
1861;1375368;ALTIMA XE AA;1;38
1862;1375338;JUKE;1;38
1863;1375005;MARCH;1;38
1864;1375369;MARCH ADVANCE AT;1;38
1865;1375370;MARCH DRIVE 1.6;1;38
1866;1375041;MARCH DX;1;38
1867;1375000;MARCH GL;1;38
1868;1375010;MARCH HATCHBACK;1;38
1869;1375371;MARCH MT;1;38
1870;1375348;MARCH SENCE;1;38
1871;1375372;MARCH SENCE 1.6 AT;1;38
1872;1375373;MARCH SPORT;1;38
1873;1375254;MAXIMA;1;38
1874;1375251;MAXIMA 3.0 SEDAN;1;38
1875;1375253;MAXIMA 30 G AB ABS;1;38
1876;1375374;MAXIMA 30 GV AB ABS;1;38
1877;1375255;MAXIMA 30J;1;38
1878;1375350;NEW SENTRA;1;38
1879;1375342;NOTE;1;38
1880;1375375;NOTE 1.6 I;1;38
1881;1375376;NOTE ADVANCE AT;1;38
1882;1375377;NOTE ADVANCE MT;1;38
1883;1375349;NV350;1;38
1884;1375322;PLATINA;1;38
1885;1375378;PLATINA 1.6;1;38
1886;1375330;PRIMERA;1;38
1887;1375379;PRIMERA 2.0;1;38
1888;1375305;PRIMERA GX;1;38
1889;1375380;PRIMERA GX A/A;1;38
1890;1375381;PRIMERA GX D/H;1;38
1891;1375309;PRIMERA GXE;1;38
1892;1375384;PRIMERA GXE A/A;1;38
1893;1375382;PRIMERA GXE AA;1;38
1894;1375304;PRIMERA GXE AB ABS SR;1;38
1895;1375383;PRIMERA GXE D/H;1;38
1896;1375385;PRIMERA GXE SR;1;38
1897;1375283;SENTRA;1;38
1898;1375035;SENTRA 1.6 DX;1;38
1899;1375037;SENTRA 1.6 SGX;1;38
1900;1375386;SENTRA 1.8 XE;1;38
1901;1375387;SENTRA 2.0;1;38
1902;1375359;SENTRA ADVANCE AT;1;38
1903;1375360;SENTRA ADVANCE MT;1;38
1904;1375389;SENTRA B15 MECANICO;1;38
1905;1375038;SENTRA COUPE;1;38
1906;1375039;SENTRA COUPE TURBO;1;38
1907;1375390;SENTRA EX 1.6 SALOON;1;38
1908;1375391;SENTRA EXCLUSIVE AT;1;38
1909;1375272;SENTRA II;1;38
1910;1375282;SENTRA II GXE S.SALON ABS;1;38
1911;1375279;SENTRA II GXE S.SALOON;1;38
1912;1375280;SENTRA II GXE S.SALOON AA;1;38
1913;1375363;SENTRA II GXE S.SALOON AB;1;38
1914;1375392;SENTRA II XE;1;38
1915;1375009;SENTRA JX 1.4;1;38
1916;1375034;SENTRA LX;1;38
1917;1375394;SENTRA NEW SENSE MT;1;38
1918;1375395;SENTRA SENSE AT/CVT;1;38
1919;1375396;SENTRA SENSE MT;1;38
1920;1375036;SENTRA SGX;1;38
1921;1375397;SENTRA STANDARD;1;38
1922;1375364;SENTRA V-16;1;38
1923;1375306;TEANA;1;38
1924;1375398;TEANA 2.5 AUT;1;38
1925;1375399;TEANA 3.5 S;1;38
1926;1375400;TEANA JL801;1;38
1927;1375401;TEANA JL802;1;38
1928;1375402;TEANA JL803;1;38
1929;1375326;TIIDA;1;38
1930;1375403;TIIDA 1.6;1;38
1931;1375404;TIIDA HATCH BACK 1.8 MT;1;38
1932;1375405;TIIDA HATCH BACK SE ABS AT;1;38
1933;1375406;TIIDA SEDAN LE 1.8 AT;1;38
1934;1375407;TIIDA SEDAN S MT;1;38
1935;1375408;TIIDA SEDAN SE ABS MT;1;38
1936;1375409;TIIDA SEDAN SE AT;1;38
1937;1375410;TIIDA SEDAN SE MT;1;38
1938;1375340;TIIDA SPORT;1;38
1939;1375411;TIIDA SPORT S;1;38
1940;1375046;V 16;1;38
1941;1375017;V-16 EX SALOON 1.4;1;38
1942;1375412;V-16 EX-1.6 SALOON;1;38
1943;1375003;V-16 EX-1.6 SEDAN;1;38
1944;1375413;V-16 EX-SALOON 1.4;1;38
1945;1375024;V-16 SENTRA SEDAN;1;38
1946;1375001;V-16 SPORT 1.6;1;38
1947;1375337;VERSA;1;38
1948;1375341;VERSA;1;38
1949;1375415;VERSA ADVANCE AT;1;38
1950;1375416;VERSA ADVANCE MT;1;38
1951;1375417;VERSA NLB 100;1;38
1952;1375418;VERSA NLB 101;1;38
1953;1375345;VERSA SENCE;1;38
1954;1375419;VERSA SENSE AT;1;38
1955;1375420;VERSA SENSE MT;1;38
1956;1375429;VERSA V DRIVE MT;1;38
1957;1375335;Z-350;1;38
1958;1400116;ADAM;1;39
1959;1400123;ADAM GLAM 1.4;1;39
1960;1400113;ANTARA;1;39
1961;1400059;ASTRA;1;39
1962;1400129;ASTRA 1.4 60 HP;1;39
1963;1400057;ASTRA 1.4 GLS;1;39
1964;1400131;ASTRA 1.8 CABRIOLET;1;39
1965;1400126;ASTRA ENJOY;1;39
1966;1400052;ASTRA GL 90HP;1;39
1967;1400132;ASTRA GTC ENJOY 1.6T MT6;1;39
1968;1400133;ASTRA II ENJOY HB5 1.6T AT6;1;39
1969;1400134;ASTRA OPC 2.0 T MT6;1;39
1970;1400135;ASTRA ST AT 1.6;1;39
1971;1400136;CASCADA COSMO;1;39
1972;1400061;CORSA;1;39
1973;1400137;CORSA 1.6 TURBO;1;39
1974;1400138;CORSA 1200;1;39
1975;1400139;CORSA CITY;1;39
1976;1400157;CORSA CS LINE;1;39
1977;1400046;CORSA ECO;1;39
1978;1400047;CORSA ECO PWR;1;39
1979;1400156;CORSA EDITION;1;39
1980;1400140;CORSA ENJOY HB5 1.4;1;39
1981;1400141;CORSA ESSENTIA HB 1.4;1;39
1982;1400048;CORSA EXTRA GL;1;39
1983;1400142;CORSA GL. 1.4;1;39
1984;1400155;CORSA NEW;1;39
1985;1400114;CORSA OPC;1;39
1986;1400065;CORSA SWING 1.4;1;39
1987;1400144;CORSA SWING IE;1;39
1988;1400112;INSIGNIA;1;39
1989;1400145;INSIGNIA 2.0 T AT6;1;39
1990;1400146;INSIGNIA OPC 2.8T AT6;1;39
1991;1400147;INSIGNIA OPC ST 2.8T AT6;1;39
1992;1400111;MERIVA;1;39
1993;1400148;MERIVA 1.4 T;1;39
1994;1400149;MERIVA ENJOY 1.4;1;39
1995;1400124;Mokka;1;39
1996;1400150;MOKKA COSMO 1.4T AT FWD;1;39
1997;1400151;MOKKA ENJOY 1.4T AT FWD;1;39
1998;1400152;OMEGA 2.0 CD;1;39
1999;1400063;OMEGA 3.0 I-24 VALV;1;39
2000;1400067;OMEGA E;1;39
2001;1400064;VECTRA;1;39
2002;1415037;106;1;40
2003;1994004;106 CASHNERE;1;40
2004;1994005;106 EQUINOXE;1;40
2005;1994006;106 FRESH;1;40
2006;1994007;106 PASSION 1.1;1;40
2007;1994008;106 QUICKSILVER;1;40
2008;1994009;106 S16;1;40
2009;1994010;106 ST NIVEL 2;1;40
2010;1994011;106 XN 1.1;1;40
2011;1994012;106 XSI;1;40
2012;1415040;107;1;40
2013;1994013;107 HDI 1.4;1;40
2014;1994014;107 LIMITED 1.0 68HP;1;40
2015;1994015;107 S/S;1;40
2016;1994016;107 XR;1;40
2017;1415690;108;1;40
2018;1994017;108 1.2 PURETECH 82 HP;1;40
2019;1994018;108 ACTIVE 1.2;1;40
2020;1994019;108 TOP ALLURE 1.2;1;40
2021;1415671;2008;1;40
2022;1415685;2008 ALLURE EHDI 1.6;1;40
2023;1415085;205;1;40
2024;1994020;205 CJ CABRIOLET;1;40
2025;1994021;205 COLOR LINE;1;40
2026;1994022;205 G.L.;1;40
2027;1994023;205 G.T.I;1;40
2028;1994024;205 G.T.I.;1;40
2029;1994025;205 GENERATION;1;40
2030;1994026;205 GLI;1;40
2031;1994027;205 GRI 1.1;1;40
2032;1994028;205 GT;1;40
2033;1994029;205 GTI 1.4;1;40
2034;1994030;205 JUNIOR;1;40
2035;1994031;205 MITO 1.4;1;40
2036;1415630;206;1;40
2037;1994032;206 1.4;1;40
2038;1994033;206 1.4 3 PUERTAS;1;40
2039;1994034;206 3 PUERTAS S16;1;40
2040;1994035;206 3 PUERTAS XN;1;40
2041;1994036;206 ALLURE PACK 1.6 HDI;1;40
2042;1994037;206 CABRIOLET;1;40
2043;1994038;206 CABRIOLET 1.6;1;40
2044;1994039;206 CABRIOLET COUPE 2.0;1;40
2045;1994040;206 CC 2.0 16V;1;40
2046;1994041;206 CONTACT 1.6;1;40
2047;1994042;206 FUN 1.4;1;40
2048;1994043;206 GTI 3P 2.0;1;40
2049;1994044;206 LIVE;1;40
2050;1994045;206 QUICKSILVER 1.6;1;40
2051;1994046;206 RC 2.0 SPORT 180 HP;1;40
2052;1994047;206 ROLLAND GARROS;1;40
2053;1994048;206 S 1.4;1;40
2054;1994049;206 X DESIGN;1;40
2055;1994050;206 XL 1.4 5 PUERTAS;1;40
2056;1994051;206 XLINE 1.6;1;40
2057;1994052;206 XR 1.4;1;40
2058;1994053;206 XR 1.4 SW;1;40
2059;1994054;206 XR 1.6;1;40
2060;1994055;206 XS 1.6;1;40
2061;1994056;206 XT;1;40
2062;1415087;207;1;40
2063;1994057;207 1.4;1;40
2064;1415702;207 CABRIOLET SPORT;1;40
2065;1994058;207 COMPACT;1;40
2066;1994059;207 COMPACT HB ONE LINE 1.4;1;40
2067;1994060;207 COMPACT HB ONE LINE 1.4 AA;1;40
2068;1994061;207 COMPACT SEDAN 1.4;1;40
2069;1994062;207 COMPACT SEDAN 1.4 AA;1;40
2070;1994063;207 COMPACT SEDAN 1.6 AUT;1;40
2071;1994064;207 COMPACT X LINE 1;1;40
2072;1994065;207 PR SPORT 1.6;1;40
2073;1994066;207 PREMIUM 1.4;1;40
2074;1994067;207 PREMIUM ONE HDI 1.6;1;40
2075;1994068;207 PREMIUM X LINE 1.4;1;40
2076;1994069;207 TRENDY 1.4;1;40
2077;1994070;207 TRENDY 1.6 HDI;1;40
2078;1994071;207 TRENDY SPORT;1;40
2079;1415666;208;1;40
2080;1994072;208 1.0;1;40
2081;1994073;208 1.2;1;40
2082;1994074;208 1.4;1;40
2083;1994075;208 1.6;1;40
2084;1994076;208 ACIVE PACK 1.6 BLUE HDI;1;40
2085;1994077;208 ACTIVE 1.2;1;40
2086;1994078;208 ACTIVE HDI 1.4;1;40
2087;1994079;208 ALLURE VTI 1.6;1;40
2088;1415673;208 GTI;1;40
2089;1994080;208 GTI 1.4;1;40
2090;1994081;208 GTI 1.6;1;40
2091;1415672;208 XY;1;40
2092;1994082;208 XY 1.6;1;40
2093;1415660;3008;1;40
2094;1994083;3008 16;1;40
2095;1994084;3008 PREMIUM 1.6 AUT;1;40
2096;1994085;3008 PREMIUM 1.6 HDI MEC;1;40
2097;1994086;3008 S/SUBMODELO;1;40
2098;1415667;301;1;40
2099;1994087;301 1.6 HDI;1;40
2100;1994088;301 1.6 VTI;1;40
2101;1994089;301 ACTIVE 1.6 HDI;1;40
2102;1994090;301 ALLURE HDI 1.6;1;40
2103;1415130;305;1;40
2104;1415157;306;1;40
2105;1994001;306 1.6 BREAK;1;40
2106;1994091;306 CABRIOLET;1;40
2107;1994092;306 ROLAND GARROS 1.8;1;40
2108;1994093;306 SL;1;40
2109;1994094;306 SL 1.6;1;40
2110;1994095;306 SR;1;40
2111;1994096;306 SR 1.6;1;40
2112;1994097;306 ST 1.8;1;40
2113;1415187;306 XN;1;40
2114;1994002;306 XN;1;40
2115;1994098;306 XN 1.4;1;40
2116;1994099;306 XR 1.6;1;40
2117;1994100;306 XS;1;40
2118;1994101;306 XS 1.6;1;40
2119;1994102;306 XT 1.8;1;40
2120;1415635;307;1;40
2121;1994103;307 2.0;1;40
2122;1994104;307 D-SIGN BREAK 1.6;1;40
2123;1994105;307 XLINE 1.6;1;40
2124;1994106;307 XR;1;40
2125;1994107;307 XSI 2.0;1;40
2126;1994108;307 XT 1.6;1;40
2127;1994109;307 XT 2.0;1;40
2128;1415185;308;1;40
2129;1994110;308 1.6;1;40
2130;1994111;308 ACTIVE PACK 1.2 PURETECH 110;1;40
2131;1415704;308 CABRIOLET 1.6 AUT;1;40
2132;1415703;308 CABRIOLET 1.6 MEC;1;40
2133;1415691;308 GT;1;40
2134;1415675;309;1;40
2135;1994112;309 G.R.;1;40
2136;1994113;309 GLI VITAL;1;40
2137;1994114;309 GRX;1;40
2138;1415191;405;1;40
2139;1415223;406;1;40
2140;1994115;406 1.8;1;40
2141;1994116;406 2.0 AUTOMATICO;1;40
2142;1994117;406 2.O;1;40
2143;1994118;406 SL;1;40
2144;1994119;406 SR;1;40
2145;1994120;406 ST;1;40
2146;1994121;406 ST FAMILIAR NIVEL 2;1;40
2147;1994122;406 ST FAMILIAR NIVEL 3;1;40
2148;1994003;406 ST NIVEL 1;1;40
2149;1994123;406 ST NIVEL 2;1;40
2150;1994124;406 ST STATION WAGON;1;40
2151;1994125;406 SV;1;40
2152;1994126;406 SV (TAPIZ CUERO);1;40
2153;1415640;407;1;40
2154;1994127;407 3.0 AUT;1;40
2155;1994128;407 CONFORT PLUS 2.0 AUT;1;40
2156;1994129;407 SPORT SV;1;40
2157;1994130;407 SR;1;40
2158;1994131;407 ST;1;40
2159;1415316;505;1;40
2160;1994132;505 AUTOMATICO;1;40
2161;1994133;505 EVOLUTION;1;40
2162;1994134;505 FAMILIAR;1;40
2163;1994135;505 GL-GR-S;1;40
2164;1994136;505 GR;1;40
2165;1994137;505 GTX 2.0 SEDAN;1;40
2166;1994138;505 S;1;40
2167;1994139;505 S/S;1;40
2168;1994140;505 SR;1;40
2169;1994141;505 SRI;1;40
2170;1994142;505 SRI FAMILIAR;1;40
2171;1994143;505 STI;1;40
2172;1994144;505 SX.;1;40
2173;1994145;505 SXT;1;40
2174;1415665;508;1;40
2175;1994146;508 1.6;1;40
2176;1994147;508 ACTIVE;1;40
2177;1994148;508 ACTIVE HDI 2.0 AT;1;40
2178;1994149;508 ALLURE 2.0 HDI;1;40
2179;1994150;508 CONFORT;1;40
2180;1994151;508 LIMITED;1;40
2181;1415370;604 SEDAN;1;40
2182;1415401;605;1;40
2183;1994152;605 SL;1;40
2184;1994153;605 SLI;1;40
2185;1994154;605 SRI;1;40
2186;1994155;605 SRI-5VI;1;40
2187;1994156;605 SRTI;1;40
2188;1994157;605 ST;1;40
2189;1994158;605 SV;1;40
2190;1415645;607;1;40
2191;1994159;607 SEDAN;1;40
2192;1415600;806;1;40
2193;1994160;806 SR;1;40
2194;1994161;806 ST;1;40
2195;1415663;RCZ;1;40
2196;1994162;RCZ 1.6;1;40
2197;1994163;RCZ PREMIER 1.6;1;40
2198;1440034;911;1;41
2199;1460144;CLIO;1;42
2200;1460102;CLIO 1.2;1;42
2201;1460147;CLIO 1.4;1;42
2202;1460146;CLIO 1.4 BACCARA;1;42
2203;1460141;CLIO 1.4 RT;1;42
2204;1460143;CLIO 1.8 16S VALVULAS;1;42
2205;1460093;CLIO 2.0 16S WILLIAMS;1;42
2206;1460449;CLIO 4 HB;1;42
2207;1460456;CLIO DYNAMIQUE 1.6;1;42
2208;1460528;CLIO HB EXPRESSION 1.2;1;42
2209;1460457;CLIO II 1.6 EXPRESSION;1;42
2210;1460458;CLIO II PREVILEGE;1;42
2211;1460446;CLIO IV;1;42
2212;1460459;CLIO PREVILEGE;1;42
2213;1460095;CLIO RL 1.2;1;42
2214;1460107;CLIO RL 1.6;1;42
2215;1460094;CLIO RN 1.2;1;42
2216;1460098;CLIO RN 1.6;1;42
2217;1460142;CLIO RT 1.4;1;42
2218;1460092;CLIO RT 1.6;1;42
2219;1460460;CLIO SKD;1;42
2220;1460461;DUSTER 1.6;1;42
2221;1460462;DUSTER 1.6 EXPRESS;1;42
2222;1460463;DUSTER 2.0 DYNAMIQUE 4X2 MT PACK;1;42
2223;1460464;DUSTER 4X2 MT 1.6;1;42
2224;1460465;DUSTER DYNAMIQUE 4X4;1;42
2225;1460432;FLUENCE;1;42
2226;1460466;FLUENCE 1.6 SDN EXPRESSION MT E5 F3;1;42
2227;1460467;FLUENCE 2.0;1;42
2228;1460468;FLUENCE AUTHENRIQUE 2.0;1;42
2229;1460470;KANGOO 1.9;1;42
2230;1460471;KANGOO EXPRESS 1.9;1;42
2231;1460192;KOLEOS;1;42
2232;1460472;KOLEOS DYNAMIQUE 4X2;1;42
2233;1460473;KOLEOS DYNAMIQUE 4X4;1;42
2234;1460474;KOLEOS EXPRESION 4X2;1;42
2235;1460475;KOLEOS NEW 2.5 PRIVILEGE 4X4 6CVT;1;42
2236;1460166;LAGUNA;1;42
2237;1460476;LAGUNA 3.0;1;42
2238;1460477;LAGUNA BREAK 2.0;1;42
2239;1460478;LAGUNA II STATION 2.0;1;42
2240;1460479;LAGUNA III 2.0;1;42
2241;1460480;LAGUNA III DYNAMIQUE;1;42
2242;1460481;LAGUNA III EXPRESSION DSL;1;42
2243;1460482;LAGUNA III EXPRESSION GSL;1;42
2244;1460483;LAGUNA NEVADA BREAK 2.0;1;42
2245;1460169;LAGUNA RT 1.8;1;42
2246;1460173;LAGUNA RXE 2.0;1;42
2247;1460431;LATITUDE;1;42
2248;1460484;LATITUDE 2.0 SDN DYNAMIQUE MT;1;42
2249;1460485;LATITUDE 3.5 SDN PRIVILEGE AT;1;42
2250;1460410;LOGAN;1;42
2251;1460486;LOGAN 1.6;1;42
2252;1460435;MAGANE RS;1;42
2253;1460450;MASTER;1;42
2254;1460401;MEGANE;1;42
