id;codigo;modelo;tipo_autos_id;marca_autos_id
1;1010241;145;1;1
2;1010309;145 1.6 IE;1;1
3;1010242;145 1.7 IE;1;1
4;1010243;146;1;1
5;1010322;147 1.6;1;1
6;1010320;147 2.0;1;1
7;1010321;147 2.0 SELESPEDD;1;1
8;1010315;156 2.0;1;1
9;1010316;156 2.5;1;1
10;1010298;159;1;1
11;1010327;159 SELESPEED;1;1
12;1010326;159 TI ELEGANCE;1;1
13;1010251;164 2.0 IE;1;1
14;1010252;164 2.0 V6 TURBO;1;1
15;1010260;164 3.0;1;1
16;1010265;164 3.0 V6;1;1
17;1010270;164 3.0 V6 24VALV.;1;1
18;1010310;164 TS;1;1
19;1010299;166;1;1
20;1010318;166 1.9 JTD;1;1
21;1010317;166 3.0;1;1
22;1010319;166 3.0 AUT;1;1
23;1010295;ALFA 147;1;1
24;1010296;ALFA 156;1;1
25;1010323;ALFA 159 1.9 JTD;1;1
26;1010300;BRERA;1;1
27;1010311;BRERA 3.2;1;1
28;1010312;BRERA COUPE;1;1
29;1010305;GIULIETA;1;1
30;1010313;GIULIETA SS;1;1
31;1010190;GIULIETTA;1;1
32;1010301;GT;1;1
33;1010181;GTV;1;1
34;1010290;GTV V6 TURBO;1;1
35;1010302;MITO;1;1
36;1010325;MITO 1.4;1;1
37;1010324;MITO 16V;1;1
38;1010220;SPIDER;1;1
39;1010314;SPIDER SS;1;1
40;1023012;100;1;2
41;1023159;A 6;1;2
42;1023192;A1;1;2
43;1023251;A1 1.2T;1;2
44;1023252;A1 1.4 AUT;1;2
45;1023142;A3;1;2
46;1023216;A3 1.6;1;2
47;1023214;A3 1.8 T;1;2
48;1023217;A3 2.0 T FSE S TRONIC;1;2
49;1023219;A3 ATTRACTION 1.4;1;2
50;1023221;A3 ATTRACTION TFSI  1.2 AUT;1;2
51;1023220;A3 CABRIO 1.4 T STRONIC;1;2
52;1023218;A3 SPORTBACK 1.2 TURBO STRONIC;1;2
53;1023215;A3 SPORTBACK 2.0;1;2
54;1023145;A4;1;2
55;1023224;A4 1.8 MULTITRONIC;1;2
56;1023225;A4 1.8 T;1;2
57;1023226;A4 1.9 T;1;2
58;1023227;A4 2.0 T;1;2
59;1023223;A4 2.0 T S-TRONIC Q;1;2
60;1023228;A4 2.4 MULTITRONIC;1;2
61;1023229;A4 2.5 TD;1;2
62;1023230;A4 3.0 CABRIOLET;1;2
63;1023231;A4 3.0 M;1;2
64;1023232;A4 3.0 T;1;2
65;1023233;A4 3.2 CABRIOLET MULTIT;1;2
66;1023234;A4 DESIGN TFSI 150 HP;1;2
67;1023161;A4 QUATTRO;1;2
68;1023222;A4 S/S;1;2
69;1023261;A4 TURBO;1;2
70;1023262;A4 TURBO-QUATTRO;1;2
71;1023156;A5;1;2
72;1023247;A5 3.2 FSI;1;2
73;1023248;A5 3.2 SPORTBACK 2.0 QUATRO;1;2
74;1023257;A5 CABRIO 1.8 TFSI MULTITRONIC;1;2
75;1023259;A5 CABRIO 2.0;1;2
76;1023258;A5 CABRIO 2.0 STRONIC;1;2
77;1023266;A5 Coupe 40 TFSI MHEV;1;2
78;1023265;A5 Coupe 40 TFSI Sport;1;2
79;1023260;A5 FSI 1.8 AUT;1;2
80;1023255;A5 SB STRONIC Q;1;2
81;1023256;A5 SPORTBACK 2.0;1;2
82;1023165;A6;1;2
83;1023240;A6 1.8 TFSI 190 STRO;1;2
84;1023239;A6 2.0 T FSI3;1;2
85;1023236;A6 2.4;1;2
86;1023237;A6 2.4 SEDAN;1;2
87;1023238;A6 3.0 QUATTRO TDI;1;2
88;1023235;A6 QUATTRO;1;2
89;1023158;A7;1;2
90;1023253;A7 SPORT BACK;1;2
91;1023254;A7 SPORTBACK 3.0;1;2
92;1023160;A8;1;2
93;1023241;A8 SS;1;2
94;1023166;ALL ROAD;1;2
95;1023095;CABRIOLET;1;2
96;1023194;Q3;1;2
97;1023191;Q7;1;2
98;1023181;R8;1;2
99;1023206;RS3;1;2
100;1023176;S2;1;2
101;1023180;S3;1;2
102;1023242;S3 T;1;2
103;1023120;S4;1;2
104;1023196;S5;1;2
105;1023249;S5 3.0 STRONIC;1;2
106;1023250;S5 SBQ AUT;1;2
107;1023140;S6;1;2
108;1023179;S8;1;2
109;1023167;TT;1;2
110;1023243;TT COUPE;1;2
111;1023244;TT ROADSTER;1;2
112;1023245;TT RS 2.5 BITURBO STRONIC;1;2
113;1023246;TT TTS FSI QUATTRO 2.0;1;2
114;1025150;MINI 850 CITY;1;3
115;1025160;MINI 850 H.L.;1;3
116;1025171;MINI 850 S/S;1;3
117;1035924;114;1;4
118;1996004;114 I 3 PUERTAS;1;4
119;1996005;114 I 5 PUERTAS;1;4
120;1035919;114i;1;4
121;1035903;116;1;4
122;1996006;116 116I BLACK WHITE;1;4
123;1996007;116 D;1;4
124;1996001;116 I;1;4
125;1996008;116 I 1.6;1;4
126;1996009;116 I SPORT MT-A;1;4
127;1996010;116 IA;1;4
128;1035942;116I;1;4
129;1035916;118;1;4
130;1996011;118 D;1;4
131;1996012;118 I;1;4
132;1996101;118 I 5P AT MILLENNIAL;1;4
133;1996013;118 I URBAN;1;4
134;1996014;118 I URBAN 1.6 AUT;1;4
135;1035850;120;1;4
136;1035915;120 COUPE;1;4
137;1035932;120 D;1;4
138;1996015;120 D 2.0;1;4
139;1996016;120 D 2.0 AUT.;1;4
140;1996017;120 D COUPE;1;4
141;1996018;120 I AT LCI;1;4
142;1996019;120 IA 2.0;1;4
143;1035944;120i;1;4
144;1035000;125;1;4
145;1035918;125i;1;4
146;1035953;128;1;4
147;1035968;128 I;1;4
148;1035905;130;1;4
149;1996002;130 IA 3.0 AUT IA;1;4
150;1996003;130 IA 3.0 AUT IA 3.0 AUT;1;4
151;1035005;135;1;4
152;1996020;135 I;1;4
153;1996021;135 IA 3.0;1;4
154;1996022;218 ACTIVE;1;4
155;1996124;218i GRAND COUPE;1;4
156;1035952;220;1;4
157;1035929;220I;1;4
158;1996023;220I COUPE EXECUTIVE;1;4
159;1035928;235I;1;4
160;1035140;315;1;4
161;1035150;316;1;4
162;1035153;316-A;1;4
163;1035160;316-I;1;4
164;1035152;316-I-A;1;4
165;1035180;318;1;4
166;1996024;318 I LCI;1;4
167;1035207;318 IS;1;4
168;1035215;318 TI/5;1;4
169;1035211;318 TIA;1;4
170;1035185;318-I;1;4
171;1035200;318-I-A;1;4
172;1035230;320;1;4
173;1035980;320 2.0 CABRIOLET;1;4
174;1035922;320 D;1;4
175;1035977;320 D 2.0 AUT;1;4
176;1035981;320 DA AUT;1;4
177;1035984;320 I 2.0 AUT;1;4
178;1996025;320 I 2.0 AUT;1;4
179;1035983;320 I LUXURY;1;4
180;1035982;320 I SPORT;1;4
181;1035979;320 SS;1;4
182;1035235;320-I;1;4
183;1035220;320-I-A;1;4
184;1035914;320 CABRIO;1;4
185;1035261;323;1;4
186;1035985;323 CIA 2;1;4
187;1035250;323-I;1;4
188;1035266;325;1;4
189;1035987;325 CIA 2.5 AUT;1;4
190;1035986;325 I-A;1;4
191;1035265;325-I;1;4
192;1035281;325-I-A DESCAPOTABLE;1;4
193;1035284;328;1;4
194;1035989;328 I SPORT 2.0 AUT;1;4
195;1035285;328 I-A;1;4
196;1035988;328 IC;1;4
197;1035901;330;1;4
198;1996026;330 CIA;1;4
199;1996027;330 IA 3.0;1;4
200;1996028;330 IA 4.0;1;4
201;1035290;335;1;4
202;1996029;335 335;1;4
203;1996030;335 335 CIA;1;4
204;1035920;335 CABRIO;1;4
205;1996031;335 CIA 3.0 AUT;1;4
206;1996032;335 I LUXURY 3.0 AUT;1;4
207;1996033;335 I SPORT;1;4
208;1035943;335i;1;4
209;1996102;418i;1;4
210;1035955;420;1;4
211;1035938;420i;1;4
212;1996034;420I CABRIO;1;4
213;1996035;420I COUPE M;1;4
214;1035937;428;1;4
215;1035926;428 I;1;4
216;1996036;428 I;1;4
217;1996037;428 I 2.0 AUT;1;4
218;1996038;428 I COUPE LUXURY;1;4
219;1996098;430i CABRIO;1;4
220;1996104;430i COUPE;1;4
221;1035957;435;1;4
222;1035927;435 I;1;4
223;1035283;500;1;4
224;1035291;518;1;4
225;1035320;520;1;4
226;1035950;520 D;1;4
227;1035991;520 D 2.0 AUT;1;4
228;1035990;520 SS;1;4
229;1035360;520-I;1;4
230;1035350;520-I-A;1;4
231;1035371;523;1;4
232;1035992;523 I;1;4
233;1035380;525;1;4
234;1996039;525 S/S;1;4
235;1035993;525 SS;1;4
236;1035390;525-I;1;4
237;1035400;525-I-A;1;4
238;1035948;525i;1;4
239;1035410;528;1;4
240;1035995;528 I F10 3.0 AUT;1;4
241;1035421;528 I-A;1;4
242;1035994;528 SS;1;4
243;1035420;528-I;1;4
244;1035430;528-I-A;1;4
245;1035440;530;1;4
246;1035998;530 D;1;4
247;1035997;530 I;1;4
248;1035996;530 SS;1;4
249;1035432;530-I-A;1;4
250;1035999;535 I GT;1;4
251;1035455;535-I-A;1;4
252;1035941;535i;1;4
253;1035461;540;1;4
254;1035460;540-I-A;1;4
255;1035906;545;1;4
256;1035465;545 I-A;1;4
257;1996040;545 IA 4.4;1;4
258;1035907;550;1;4
259;1996041;550 I 4.4 AUT;1;4
260;1996042;550 IA;1;4
261;1996043;550 IA 4.8 AUT;1;4
262;1035480;628 CS-IA;1;4
263;1035490;630;1;4
264;1996044;630 CS-A;1;4
265;1996045;640 I CABRIOLET;1;4
266;1996046;640 I GRAN COUPE;1;4
267;1035923;640I;1;4
268;1035908;645;1;4
269;1996047;645 COUPE;1;4
270;1035909;650;1;4
271;1996048;650 CABRIO;1;4
272;1996049;650 CI;1;4
273;1996050;650 I GRAN COUPE LCI;1;4
274;1035540;728;1;4
275;1035566;730;1;4
276;1996051;730 1 3.0 AUT;1;4
277;1996052;730 I M;1;4
278;1996053;730 I-A;1;4
279;1035565;730-I-A;1;4
280;1035580;732;1;4
281;1035610;735;1;4
282;1996054;735 I;1;4
283;1996055;735 I-A;1;4
284;1996056;735 S/S;1;4
285;1035637;740;1;4
286;1996057;740 I;1;4
287;1996058;740 I 4.0;1;4
288;1996059;740 I-A;1;4
289;1035636;740-I-A;1;4
290;1035645;745;1;4
291;1996060;745 4500 CC;1;4
292;1996061;745 I;1;4
293;1035640;750;1;4
294;1996063;750 I-TURBO;1;4
295;1996062;750 IA FO1 4.4 AUT;1;4
296;1035910;760;1;4
297;1996064;ACTIVE HYBRID 7 4.4 AUT;1;4
298;1996103;AMERICAN 3.0 AUT;1;4
299;1996096;I3 LODGE;1;4
300;1996065;M 1 COUPE;1;4
301;1996100;M 240 I;1;4
302;1996066;M COUPE SIN SUBMODELO;1;4
303;1035703;M-3 COUPE;1;4
304;1035921;M135;1;4
305;1035971;M140i;1;4
306;1035954;M2;1;4
307;1035940;M235;1;4
308;1035966;M235i COUPE;1;4
309;1996095;M240i COUPE;1;4
310;1035700;M3;1;4
311;1035902;M3;1;4
312;1996068;M3 BERLINA;1;4
313;1996069;M3 COUPE;1;4
314;1996070;M3 SPECIAL;1;4
315;1035911;M5;1;4
316;1035912;M6;1;4
317;1035710;MINI COOPER;1;4
318;1035917;Serie 1;1;4
319;1996120;SERIE 1 M SPORT;1;4
320;1996121;SERIE 1 SPORT LINE;1;4
321;1996071;X1 2.8I PR 3.0 AUT;1;4
322;1996072;X1 SDRIVE18D;1;4
323;1996073;X1 SDRIVE18I;1;4
324;1996074;X1 SDRIVE20D;1;4
325;1996075;X1 SDRIVE25I;1;4
326;1996076;X1 SDRIVE28I;1;4
327;1996077;X1 XDRIVE20D;1;4
328;1996078;X3 2.5 FULL;1;4
329;1996079;X3 3.0D;1;4
330;1996080;X3 3.0I;1;4
331;1035945;X3 S DRIVE 20i LCI;1;4
332;1996081;X3 X DRIVE 2.0;1;4
333;1996082;X3 XDRIVE 35 I;1;4
334;1035939;X4;1;4
335;1996083;X4 XDRIVE 20I;1;4
336;1996084;X5 3.0;1;4
337;1996085;X5 3.0 AUT;1;4
338;1996086;X5 4X4 AUT.;1;4
339;1996087;X5 I 35 EXECUTIVE;1;4
340;1996088;X5 M;1;4
341;1996089;X5 X DRIVE 351;1;4
342;1996090;X5 XDRIVE501;1;4
343;1035801;Z3;1;4
344;1996091;Z3 2.0 I;1;4
345;1996092;Z3 ROADSTER;1;4
346;1035913;Z4;1;4
347;1996093;Z4 2.5;1;4
348;1996094;Z4 35I 3.0 AUT;1;4
349;1916007;EUPHORIA;1;5
350;1916011;EUPHORIA 1.6 AT DELUXE;1;5
351;1916012;EUPHORIA 1.6 MT COMFORTABLE;1;5
352;1916010;EUPHORIA CONFORT;1;5
353;1916001;FRV;1;5
354;1916013;FRV 1.5 MT;1;5
355;1916014;FRV COMFORT 1.500 C.C MEC;1;5
356;1916002;FSV;1;5
357;1916015;FSV 1.5 MT;1;5
358;1916016;FSV DELUXE 1.5;1;5
359;1916003;FSV SPORT;1;5
360;1916009;H220;1;5
361;1916017;H220 1.5 MT COMFORTABLE;1;5
362;1916018;H220 1.5 MT DELUXE;1;5
363;1916008;H230;1;5
364;1916019;H230 1.5 MT COMFORTABLE;1;5
365;1916020;H230 1.5 MT DELUXE;1;5
366;1916021;H230 DELUXE 1.5;1;5
367;1916004;SPLENDOR;1;5
368;1916022;SPLENDOR 1.8 MT;1;5
369;1916023;SPLENDOR CROSS DELUXE 2.0 MEC;1;5
370;1916006;V5;1;5
371;1916005;WAGON CROSS;1;5
372;1057010;F0;1;6
373;1057100;F3;1;6
374;1057101;F3 R;1;6
375;1057105;G3;1;6
376;1703033;ALSVIN COMFORT;1;7
377;1703034;ALSVIN LUXURY;1;7
378;1703001;BENNI;1;7
379;1703019;BENNI 1.3;1;7
380;1703020;BENNI S200;1;7
381;1703012;CM10;1;7
382;1703014;CM5;1;7
383;1703011;CS 35;1;7
384;1703021;CS 35 1.6;1;7
385;1703022;CS 35 COMFORTABLE 1.6;1;7
386;1703023;CS 35 LUXURY;1;7
387;1703013;CS1;1;7
388;1703024;CS1 BS;1;7
389;1703025;CS1 NEW;1;7
390;1703026;CS1 ST;1;7
391;1703004;CS35;1;7
392;1703010;CV-1;1;7
393;1703015;CV-2;1;7
394;1703003;CV1;1;7
395;1703027;CV1 1.0 BS;1;7
396;1703028;CV1 1.0 ST;1;7
397;1703029;CV1 NEW;1;7
398;1703002;CV2;1;7
399;1703006;CV2 1.5;1;7
400;1703005;EADO;1;7
401;1703030;EADO CONFORT;1;7
402;1703031;EADO LUXURY;1;7
403;1703008;M201;1;7
404;1063040;A 516;1;8
405;1063068;ARRIZO 3;1;8
406;1063071;ARRIZO 3 GLX MT;1;8
407;1063065;ARRIZO 5;1;8
408;1063082;ARRIZO 5 GL MT;1;8
409;1063085;ARRIZO 5 GLS CVT;1;8
410;1063083;ARRIZO 5 GLS MT;1;8
411;1063084;ARRIZO 5 GLX MT;1;8
412;1063060;BEAT;1;8
413;1063072;BEAT 1.3;1;8
414;1063050;FACE;1;8
415;1063073;FACE 1.3;1;8
416;1063053;FULWIN;1;8
417;1063074;FULWIN 1.3 GLX SEDAN;1;8
418;1063075;FULWIN 1.5 MT;1;8
419;1063063;FULWIN II;1;8
420;1063061;FULWIN SPORT;1;8
421;1063062;GRAND TIGGO;1;8
422;1063010;IQ;1;8
423;1063076;IQ 1.1;1;8
424;1063077;IQ 800 CC;1;8
425;1063078;IQ NEW;1;8
426;1063030;S 21;1;8
427;1063079;S 21 ABS;1;8
428;1063051;SKIN;1;8
429;1063080;SKIN GL 1.6;1;8
430;1063081;SKIN GLX 1.6;1;8
431;1063020;TIGGO;1;8
432;1065700;ASTRA;1;9
433;1065703;ASTRA 1.4;1;9
434;1995003;ASTRA 1.6 LT;1;9
435;1995004;ASTRA 1.6 SEDAN;1;9
436;1995005;ASTRA 1.8 GL;1;9
437;1995006;ASTRA 2.0;1;9
438;1995007;ASTRA ENJOY;1;9
439;1065820;ASTRA GTC;1;9
440;1995008;ASTRA GTC 2.0 TURBO ECOTEC;1;9
441;1995009;ASTRA II 2.0;1;9
442;1065705;ASTRA OPC;1;9
443;1995010;ASTRA OPC 2.0 TURBO ECOTEC;1;9
444;1065755;AVEO;1;9
445;1995011;AVEO III LS HB 1.4;1;9
446;1995012;AVEO LS 1.4 HATCHBACK;1;9
447;1995013;AVEO LS 1.4 MT;1;9
448;1995001;AVEO LT 1.4 AT;1;9
449;1995014;AVEO LT 1.4 HB;1;9
450;1995015;AVEO LT 1.4 MT;1;9
451;1995016;AVEO LT NB 1.4;1;9
452;1065140;CAMARO;1;9
453;1065167;CAVALIER;1;9
454;1065836;CAVALIER 2.3;1;9
455;1065837;CAVALIER 2.4;1;9
456;1065838;CAVALIER SS;1;9
457;1995017;CHEVY URBAN GL 2.0;1;9
458;1065827;COBALT;1;9
459;1065930;COBALT LTZ;1;9
460;1065710;CORSA;1;9
461;1065843;CORSA 1.6;1;9
462;1065845;CORSA 1.7 D;1;9
463;1065841;CORSA CITY 1.0  (3 PTAS);1;9
464;1065842;CORSA CITY 1.0  (5 PTAS);1;9
465;1065718;CORSA ECO;1;9
466;1065840;CORSA ECO 1.4;1;9
467;1065846;CORSA EVOLUTION 1.8;1;9
468;1065851;CORSA EVOLUTION GLS;1;9
469;1065729;CORSA EXTRA;1;9
470;1065844;CORSA EXTRA 1,6;1;9
471;1065839;CORSA EXTRA GL;1;9
472;1065847;CORSA GLS 1.8;1;9
473;1065852;CORSA GSI 1.6;1;9
474;1065850;CORSA HB 1.6;1;9
475;1065849;CORSA III NB PWR 1.6;1;9
476;1065723;CORSA INDEPENDENT;1;9
477;1065848;CORSA PLUS;1;9
478;1065824;CORSA PLUS NV 1.6;1;9
479;1065724;CORSA SWING;1;9
480;1065735;CRUZE;1;9
481;1995018;CRUZE 1.8 AT;1;9
482;1995019;CRUZE 1.8 AT FULL;1;9
483;1995020;CRUZE 1.8 MT;1;9
484;1065821;CRUZE 2.0 D;1;9
485;1995021;CRUZE II HB LS 1.8 AUT;1;9
486;1995022;CRUZE II HB LT 2.0;1;9
487;1995023;CRUZE II NB 1.8 AT LS;1;9
488;1995024;CRUZE LS 1.8 AUT;1;9
489;1995025;CRUZE LS FULL 1.8 AT;1;9
490;1995026;CRUZE LS FULL 2.0 AT;1;9
491;1995027;CRUZE LTZ SEDAN 1.4 AT;1;9
492;1995028;CRUZE NB 2.0 DSL MT LS;1;9
493;1065756;EPICA;1;9
494;1995029;EPICA LS 2.0;1;9
495;1995030;EPICA LS 2.0 AT;1;9
496;1995031;EPICA LT 2.5 AT;1;9
497;1065470;IMPALA;1;9
498;1065854;LUMINA LS;1;9
499;1065855;LUMINA LS 3.1;1;9
500;1065708;no aplica;1;9
501;1065825;ONIX;1;9
502;1995056;ONIX 1.4 L LTZ MT;1;9
503;1065757;OPTRA;1;9
504;1995032;OPTRA II 1.6;1;9
505;1995033;OPTRA II LS NB 4P 1.6 MT AC;1;9
506;1995034;OPTRA II NB 2.0;1;9
507;1995035;OPTRA LS 1.6;1;9
508;1065908;OPTRA LS 1.6 M.T;1;9
509;1995036;OPTRA LS 1.6 M.T;1;9
510;1995037;OPTRA LS 1.8 AT;1;9
511;1995038;OPTRA XL 1.6;1;9
512;1065931;PRISMA 1.4 L LTZ MT;1;9
513;1065815;SAIL;1;9
514;1995039;SAIL 1.4 LT;1;9
515;1995040;SAIL 1.4 MT;1;9
516;1995002;SAIL 1.4 MT LS;1;9
517;1995041;SAIL 1.5L LT;1;9
518;1995042;SAIL II LS 1.4;1;9
519;1995043;SAIL II LT 1.4;1;9
520;1995044;SAIL NB 1.4;1;9
521;1065433;SONIC;1;9
522;1995045;SONIC HB 5P 1.6 MT;1;9
523;1995046;SONIC LT NB 1.6 AT;1;9
524;1995047;SONIC LT NB 1.6 MT;1;9
525;1995048;SONIC NB 1.6 MT;1;9
526;1065800;SPARK;1;9
527;1995049;SPARK. GT HB LT SPORT 1.2;1;9
528;1995050;SPARK. GT MT;1;9
529;1995051;SPARK. GT MT AC;1;9
530;1995052;SPARK.. LITE;1;9
531;1995053;SPARK.. LITE HB 800 CC;1;9
532;1995054;SPARK.. LS;1;9
533;1995055;SPARK.. LT 1.0;1;9
534;1065816;SPARK GT;1;9
535;8995020;SPIN 1.8L LTZ AT;1;9
536;8995017;SPIN LT GAS MT;1;9
537;8995019;SPIN LTZ GAS AT;1;9
538;8995018;SPIN LTZ GAS MT;1;9
539;1065740;VECTRA;1;9
540;1065742;VECTRA 1.6;1;9
541;1065859;VECTRA 1.9 AUT;1;9
542;1065858;VECTRA 2.2;1;9
543;1065857;VECTRA 2.2 NB AT FULL;1;9
544;1065741;VECTRA ELEGANCE;1;9
545;1065856;VECTRA GL 1.8;1;9
546;1070119;200;1;10
547;1070125;200 LIMITED 3.6 AUT;1;10
548;1070071;300;1;10
549;1070120;300 C;1;10
550;1070126;300 C 537 AUT;1;10
551;1070121;300 M;1;10
552;1070127;300 M 3.5;1;10
553;1070123;300 SRT;1;10
554;1070101;CROSS FIRE;1;10
555;1070122;M 300;1;10
556;1070064;NEON;1;10
557;1070128;NEON 2.0 HL;1;10
558;1070129;NEON HL-AT;1;10
559;1070130;NEON HL-MT;1;10
560;1070131;NEON HT-MT;1;10
561;1070132;NEON LX 2.0;1;10
562;1070068;NEON SPORT 2D;1;10
563;1070102;NEW SEBRING;1;10
564;1070100;PT CRUISER;1;10
565;1070133;PT CRUSIER 2.0;1;10
566;1070134;PT CRUSIER 2.4 AUT;1;10
567;1070072;SEBRING;1;10
568;1070075;SEBRING LIMITED;1;10
569;1070135;SEBRING LIMITED 2.7 L;1;10
570;1070136;SEBRING LX;1;10
571;1070137;SEBRING SEBRING LX 2.7;1;10
572;1070010;STRATUS;1;10
573;1070138;STRATUS 2.0;1;10
574;1070012;STRATUS 2.0 ABS;1;10
575;1070014;STRATUS 2.4 16V;1;10
576;1070016;STRATUS 2.4 16V ABS;1;10
577;1070017;STRATUS AT ABS;1;10
578;1070070;VISION;1;10
579;1075012;AX;1;11
580;1075449;BERLINA BERLINA;1;11
581;1075450;C 6 3.0;1;11
582;1075451;C 6 AZAM;1;11
583;1075436;C ELYSEE;1;11
584;1075415;C-2;1;11
585;1075416;C-3;1;11
586;1075401;C-5;1;11
587;1075405;C-6;1;11
588;1075430;C-Elysee;1;11
589;1075474;C-ELYSEE 1.6 HDI SEDUCTION;1;11
590;1075475;C-ELYSEE 1.6 I EXCLUSIVE;1;11
591;1075476;C-ELYSEE 1.6 I EXCLUSIVE AT;1;11
592;1075477;C-ELYSEE 1.6 I SEDUCTION;1;11
593;1075478;C-ELYSEE 1.6 LTS HDI;1;11
594;1075479;C-ELYSEE VTI 1.6;1;11
595;1075426;C 3 PICASSO;1;11
596;1075425;C1;1;11
597;1075452;C1 1.0;1;11
598;1075453;C1 1.4 HDI;1;11
599;1075454;C2 1.6;1;11
600;1075455;C3 1.4;1;11
601;1075456;C3 1.6;1;11
602;1075438;C3 PICASSO;1;11
603;1075457;C3 PICASSO 1.6;1;11
604;1075458;C3 PICASSO HDI 1.6;1;11
605;1075459;C3 PLURIEL MT 2P;1;11
606;1075460;C3 SX;1;11
607;1075461;C3 SX 1.4;1;11
608;1075462;C3 SXPK 1.41;1;11
609;1075420;C4;1;11
610;1075463;C4 1.6 HDI;1;11
611;1075464;C4 2.0;1;11
612;1075465;C4 BERLINA;1;11
613;1075434;C4 CACTUS;1;11
614;1075466;C4 CACTUS 1.2;1;11
615;1075467;C4 CACTUS 1.6;1;11
616;1075468;C4 N2 16I BVA 5P;1;11
617;1075423;C4 PICASSO;1;11
618;1075469;C4 PICASSO SD 2.0;1;11
619;1075470;C4 SX 1.6;1;11
620;1075471;C5 1.8;1;11
621;1075472;C5 2.0;1;11
622;1075473;C5 EXCLUSIVE;1;11
623;1075427;DS3;1;11
624;1075480;DS3 1.6;1;11
625;1075481;DS3 N3;1;11
626;1075428;DS4;1;11
627;1075482;DS4 1.6;1;11
628;1075483;DS4 1.6 16V COUPE;1;11
629;1075484;DS4 CO N2;1;11
630;1075431;DS5;1;11
631;1075485;DS5 BL N2 1.6;1;11
632;1075486;DS5 N2 20HDI BVA6;1;11
633;1075429;GRAN PICASSO;1;11
634;1075487;GRAND C4 PICASSO 1.6;1;11
635;1075488;GRAND C4 PICASSO 1.8;1;11
636;1075489;GRAND C4 PICASSO 2.0;1;11
637;1075437;NEMO;1;11
638;1075490;NEMO 1.4 HDI E3;1;11
639;1075491;NEMO 1.4 HDI E4;1;11
640;1075492;NEMO FG HDI 1.4;1;11
641;1075493;NEMO HDI 1.2;1;11
642;1075410;PICASSO;1;11
643;1075205;SAXO;1;11
644;1075494;SAXO 1.4 SX;1;11
645;1075495;SAXO S/S;1;11
646;1075207;SAXO VTR;1;11
647;1075240;XANTIA;1;11
648;1075496;XANTIA 1.8 SX;1;11
649;1075242;XANTIA 1.8 SX 16V;1;11
650;1075241;XANTIA 1.8SX ABS;1;11
651;1075497;XANTIA 2.0 SX 16V;1;11
652;1075244;XANTIA 2.0 SX ABS;1;11
653;1075247;XANTIA 2.0 VSX ABS;1;11
654;1075249;XANTIA VSX TURBO CT;1;11
655;1075254;XSARA;1;11
656;1075447;XSARA 1.6;1;11
657;1075498;XSARA 1.8 VTS;1;11
658;1075499;XSARA 1.9D X STATION;1;11
659;1075257;XSARA PICASSO;1;11
660;1075500;XSARA PICASSO 1.6;1;11
661;1075448;XSARA PICASSO 2.0;1;11
662;1095054;ESPERO;1;12
663;1095120;HEAVEN;1;12
664;1095125;HEAVEN BX;1;12
665;1095210;LANOS;1;12
666;1095230;LEGANZA;1;12
667;1095250;MATIZ;1;12
668;1095092;NEXIA;1;12
669;1095240;NUBIRA;1;12
670;1095005;RACER;1;12
671;1095200;TICO;1;12
672;1100125;APPLAUSE;1;13
673;1100202;APPLAUSE 1.6;1;13
674;1100203;APPLAUSE 1.6 TWO TONE;1;13
675;1100204;APPLAUSE A-I 1.6;1;13
676;1100205;APPLAUSE S/S;1;13
677;1100070;CUORE;1;13
678;1100206;CUORE 850;1;13
679;1100103;CUORE CS;1;13
680;1100102;CUORE LS;1;13
681;1100201;CUORE S/S;1;13
682;1100041;GIRO;1;13
683;1100090;GIRO CS;1;13
684;1100091;GIRO CX;1;13
685;1100207;GIRO TX;1;13
686;1100140;MIRA;1;13
687;1100141;SIRION;1;13
688;1100208;SIRION 1.3;1;13
689;1100101;SUPER CUORE;1;13
690;1100200;YRV;1;13
691;1712001;H30;1;14
692;1712004;S30;1;14
693;1120287;CALIBER 1.8;1;15
694;1120288;CALIBER 2.0;1;15
695;1120289;CALIBER 2.4;1;15
696;1120282;CHALLENGER;1;15
697;1120290;CHALLENGER 5.7;1;15
698;1120291;CHALLENGER RT;1;15
699;1120292;CHALLENGER SRAT 8;1;15
700;1120060;CHARGER;1;15
701;1120070;CHARGER RT;1;15
702;1120293;CHARGER S/S;1;15
703;1120130;DART;1;15
704;1120140;DART COUPE;1;15
705;1120150;DART POLARA;1;15
706;1120294;DART S/S;1;15
707;1120160;DART SEDAN;1;15
708;1120295;DART SXT 2.0;1;15
709;1120296;DART SXT RALLYE;1;15
710;1120297;DART SXT RALLYE SPORT;1;15
711;1120284;MAGNUM;1;15
712;1115002;H30;1;16
713;1115001;S30;1;16
714;1968003;5;1;17
715;1968005;DS3 CROSSBACK;1;17
716;1910002;BESTEURN X80;1;18
717;1910006;OLEY;1;18
718;1910003;V2 Cross;1;18
719;1910004;V5;1;18
720;1135460;500;1;19
721;1135538;500 1.2;1;19
722;1135539;500 1.4;1;19
723;1135540;500 CABRIO SIN SUBMODELO;1;19
724;1135512;500 L TREKKING;1;19
725;1135541;500 LOUNGE 1.4;1;19
726;1135511;500 LOUNGE CONVERTIBLE;1;19
727;1135542;500 POP 1.2;1;19
728;1135520;500X;1;19
